z Employment Rate,z Individual Income Normalized,z Fraction Married,z Incarceration Rate,z Number of Children Normalized
0.244422818,0.113512507,0.222615246,0.045497749,0.217668946
0.244422818,0.111516101,0.222615246,0.045497749,0.215976509
0.243328478,0.110318258,0.221566619,0.045497749,0.212591634
0.242234139,0.109120415,0.220517993,0.035906983,0.210899197
0.24004546,0.106125807,0.217372114,0.035906983,0.210899197
0.24004546,0.104927963,0.213177608,0.035906983,0.20920676
0.238951121,0.099338028,0.210031728,0.035906983,0.204129449
0.237856781,0.095145577,0.210031728,0.035906983,0.200744575
0.237856781,0.095145577,0.205837222,0.026316217,0.197359701
0.236762442,0.094147374,0.204788596,0.026316217,0.193974827
0.236762442,0.093548453,0.204788596,0.026316217,0.188897515
0.236762442,0.092949531,0.204788596,0.026316217,0.188897515
0.235668102,0.090154563,0.204788596,0.016725452,0.185512641
0.234573763,0.085762471,0.204788596,0.016725452,0.185512641
0.234573763,0.084364988,0.202691343,0.016725452,0.183820204
0.233479423,0.084165347,0.199545463,0.016725452,0.182127767
0.233479423,0.083965707,0.198496837,0.007134686,0.178742893
0.233479423,0.083366785,0.196399584,0.007134686,0.177050456
0.231290745,0.078974693,0.193253705,0.007134686,0.175358019
0.230196405,0.068393744,0.191156452,0.007134686,0.173665582
0.229102066,0.064201293,0.189059199,-0.00245608,0.170280708
0.228007726,0.060008842,0.189059199,-0.00245608,0.165203396
0.225819047,0.05561675,0.183816066,-0.00245608,0.158433648
0.225819047,0.055217469,0.180670187,-0.00245608,0.156741211
0.224724708,0.053620344,0.17962156,-0.00245608,0.1516639
0.224724708,0.051424298,0.175427054,-0.00245608,0.148279026
0.222536029,0.046632925,0.174378428,-0.00245608,0.148279026
0.22144169,0.046233644,0.173329802,-0.00245608,0.148279026
0.218158671,0.045235441,0.170183922,-0.00245608,0.146586588
0.215969993,0.04463652,0.157600404,-0.00245608,0.143201714
0.215969993,0.044037598,0.157600404,-0.012046845,0.143201714
0.213781314,0.04084335,0.157600404,-0.012046845,0.143201714
0.212686974,0.039246225,0.156551778,-0.012046845,0.138124403
0.211592635,0.038248023,0.155503151,-0.021637611,0.138124403
0.210498295,0.038248023,0.152357272,-0.021637611,0.138124403
0.209403956,0.030861323,0.150260019,-0.021637611,0.136431966
0.208309617,0.028465636,0.150260019,-0.021637611,0.136431966
0.208309617,0.026868512,0.150260019,-0.021637611,0.131354655
0.208309617,0.02626959,0.150260019,-0.031228377,0.131354655
0.207215277,0.025670668,0.149211393,-0.031228377,0.127969781
0.207215277,0.023274982,0.149211393,-0.040819142,0.122892469
0.207215277,0.02267606,0.148162766,-0.040819142,0.121200032
0.206120938,0.019282171,0.148162766,-0.040819142,0.119507595
0.205026598,0.018483609,0.145016887,-0.040819142,0.114430284
0.203932259,0.014091517,0.142919634,-0.040819142,0.112737847
0.203932259,0.012494393,0.139773754,-0.040819142,0.11104541
0.202837919,0.009499785,0.138725128,-0.050409908,0.107660536
0.20174358,0.008501582,0.138725128,-0.050409908,0.107660536
0.20174358,0.005506974,0.135579248,-0.050409908,0.107660536
0.20174358,0.004309131,0.133481995,-0.050409908,0.105968099
0.20174358,0.000915241,0.131384742,-0.050409908,0.105968099
0.20174358,0.000915241,0.120898478,-0.050409908,0.104275662
0.200649241,-0.00307757,0.117752598,-0.050409908,0.104275662
0.198460562,-0.004674694,0.116703972,-0.050409908,0.102583224
0.197366222,-0.008268224,0.114606719,-0.060000674,0.102583224
0.196271883,-0.008467864,0.112509466,-0.060000674,0.102583224
0.196271883,-0.010064988,0.110412213,-0.060000674,0.102583224
0.195177543,-0.011462472,0.109363586,-0.060000674,0.097505913
0.195177543,-0.015255643,0.097828695,-0.069591439,0.097505913
0.194083204,-0.018250251,0.095731442,-0.069591439,0.095813476
0.194083204,-0.019448094,0.093634189,-0.069591439,0.090736165
0.192988865,-0.023041624,0.092585563,-0.069591439,0.089043728
0.192988865,-0.029829402,0.092585563,-0.069591439,0.087351291
0.190800186,-0.030029043,0.084196551,-0.069591439,0.085658854
0.188611507,-0.031226886,0.084196551,-0.069591439,0.08227398
0.188611507,-0.038813226,0.081050672,-0.079182205,0.080581542
0.187517167,-0.039811429,0.081050672,-0.079182205,0.078889105
0.186422828,-0.04021071,0.074758913,-0.079182205,0.073811794
0.184234149,-0.042606397,0.074758913,-0.088772971,0.073811794
0.18204547,-0.043404959,0.073710286,-0.088772971,0.072119357
0.180951131,-0.04380424,0.07266166,-0.088772971,0.068734483
0.179856791,-0.045201724,0.071613033,-0.088772971,0.068734483
0.179856791,-0.045800645,0.070564407,-0.088772971,0.063657172
0.177668113,-0.046998489,0.067418527,-0.098363736,0.056887423
0.176573773,-0.048795253,0.066369901,-0.098363736,0.056887423
0.176573773,-0.053786267,0.061126769,-0.098363736,0.051810112
0.175479434,-0.061172967,0.061126769,-0.107954502,0.048425238
0.175479434,-0.061971529,0.057980889,-0.107954502,0.048425238
0.175479434,-0.064766497,0.056932263,-0.107954502,0.048425238
0.175479434,-0.067960745,0.055883636,-0.117545268,0.04165549
0.174385094,-0.072153197,0.055883636,-0.117545268,0.04165549
0.173290755,-0.073949962,0.05168913,-0.117545268,0.038270616
0.173290755,-0.076345648,0.050640504,-0.117545268,0.038270616
0.171102076,-0.077343851,0.050640504,-0.117545268,0.036578179
0.167819058,-0.081735943,0.047494624,-0.127136033,0.034885741
0.165630379,-0.082534505,0.044348745,-0.127136033,0.033193304
0.164536039,-0.082933786,0.043300118,-0.127136033,0.031500867
0.164536039,-0.083732348,0.043300118,-0.127136033,0.021346245
0.164536039,-0.083931989,0.040154239,-0.136726799,0.017961371
0.1634417,-0.085928394,0.038056986,-0.136726799,0.016268934
0.161253021,-0.08812444,0.034911107,-0.136726799,0.012884059
0.159064342,-0.088324081,0.030716601,-0.136726799,0.012884059
0.159064342,-0.088523721,0.029667974,-0.146317565,0.011191622
0.157970003,-0.089721564,0.026522095,-0.146317565,0.006114311
0.156875663,-0.090120846,0.025473468,-0.146317565,0.004421874
0.155781324,-0.092716173,0.025473468,-0.146317565,0.004421874
0.154686985,-0.094313297,0.024424842,-0.146317565,0.004421874
0.154686985,-0.098306108,0.021278962,-0.146317565,0.004421874
0.154686985,-0.10289784,0.020230336,-0.146317565,0.001037
0.153592645,-0.107289932,0.020230336,-0.146317565,0.001037
0.153592645,-0.108088494,0.019181709,-0.15590833,0.001037
0.151403966,-0.112680227,0.012889951,-0.15590833,-0.000655437
0.151403966,-0.114676632,0.010792698,-0.15590833,-0.002347874
0.151403966,-0.1174716,0.010792698,-0.15590833,-0.002347874
0.151403966,-0.123261175,0.009744071,-0.15590833,-0.005732748
0.148120948,-0.126056143,0.008695445,-0.15590833,-0.009117623
0.147026609,-0.130847516,0.008695445,-0.15590833,-0.012502497
0.147026609,-0.132843921,0.003452312,-0.15590833,-0.014194934
0.147026609,-0.134441046,0.001355059,-0.15590833,-0.014194934
0.147026609,-0.136836732,0.000306433,-0.165499096,-0.015887371
0.145932269,-0.140629902,-0.007033952,-0.165499096,-0.015887371
0.145932269,-0.149414086,-0.008082579,-0.175089862,-0.017579808
0.14483793,-0.151809773,-0.008082579,-0.175089862,-0.019272245
0.14374359,-0.152807976,-0.009131205,-0.175089862,-0.019272245
0.14374359,-0.155403303,-0.013325711,-0.175089862,-0.024349556
0.142649251,-0.157200067,-0.013325711,-0.175089862,-0.024349556
0.142649251,-0.159595754,-0.016471591,-0.175089862,-0.024349556
0.142649251,-0.159995035,-0.016471591,-0.175089862,-0.026041993
0.140460572,-0.161592159,-0.017520217,-0.184680627,-0.02773443
0.140460572,-0.162790003,-0.01961747,-0.194271393,-0.02773443
0.140460572,-0.166183892,-0.020666097,-0.194271393,-0.031119305
0.138271893,-0.167581376,-0.020666097,-0.194271393,-0.031119305
0.137177554,-0.168579578,-0.024860603,-0.194271393,-0.031119305
0.136083214,-0.169577781,-0.024860603,-0.194271393,-0.034504179
0.136083214,-0.170775624,-0.029055108,-0.194271393,-0.034504179
0.134988875,-0.172372749,-0.032200988,-0.194271393,-0.03958149
0.133894535,-0.173770232,-0.032200988,-0.203862159,-0.03958149
0.131705857,-0.174169513,-0.032200988,-0.203862159,-0.03958149
0.131705857,-0.17676484,-0.034298241,-0.203862159,-0.041273927
0.129517178,-0.176964481,-0.039541373,-0.203862159,-0.042966364
0.126234159,-0.177763043,-0.04059,-0.203862159,-0.042966364
0.124045481,-0.178960886,-0.041638626,-0.203862159,-0.046351238
0.124045481,-0.181156932,-0.042687253,-0.203862159,-0.046351238
0.124045481,-0.181755854,-0.043735879,-0.203862159,-0.048043675
0.120762462,-0.18774507,-0.044784506,-0.203862159,-0.051428549
0.120762462,-0.188343992,-0.046881759,-0.213452924,-0.058198298
0.119668123,-0.189342195,-0.048979012,-0.213452924,-0.059890735
0.118573783,-0.193734286,-0.048979012,-0.213452924,-0.061583172
0.116385105,-0.196728895,-0.048979012,-0.213452924,-0.063275609
0.116385105,-0.197327816,-0.050027638,-0.213452924,-0.064968046
0.115290765,-0.200522065,-0.051076264,-0.213452924,-0.075122668
0.115290765,-0.202917751,-0.052124891,-0.22304369,-0.081892417
0.114196426,-0.206112,-0.052124891,-0.22304369,-0.081892417
0.113102086,-0.212500497,-0.053173517,-0.22304369,-0.081892417
0.113102086,-0.2134987,-0.053173517,-0.22304369,-0.085277291
0.112007747,-0.213897981,-0.053173517,-0.22304369,-0.086969728
0.110913407,-0.214896184,-0.053173517,-0.22304369,-0.086969728
0.108724728,-0.215295465,-0.054222144,-0.22304369,-0.086969728
0.108724728,-0.218290073,-0.054222144,-0.232634456,-0.090354602
0.108724728,-0.221883603,-0.054222144,-0.232634456,-0.090354602
0.107630389,-0.222881806,-0.05527077,-0.232634456,-0.090354602
0.107630389,-0.224279289,-0.057368023,-0.232634456,-0.092047039
0.10653605,-0.224279289,-0.05841665,-0.232634456,-0.092047039
0.10653605,-0.226674976,-0.05841665,-0.242225221,-0.092047039
0.10544171,-0.228671381,-0.059465276,-0.242225221,-0.092047039
0.104347371,-0.234061676,-0.059465276,-0.242225221,-0.092047039
0.104347371,-0.236856643,-0.060513903,-0.242225221,-0.095431913
0.104347371,-0.237255924,-0.062611156,-0.242225221,-0.095431913
0.103253031,-0.237854846,-0.064708409,-0.242225221,-0.095431913
0.103253031,-0.241648016,-0.064708409,-0.242225221,-0.09712435
0.103253031,-0.251430403,-0.065757035,-0.242225221,-0.098816788
0.102158692,-0.254425011,-0.065757035,-0.251815987,-0.098816788
0.102158692,-0.255423214,-0.065757035,-0.251815987,-0.102201662
0.102158692,-0.256820698,-0.067854288,-0.251815987,-0.103894099
0.098875674,-0.257419619,-0.069951541,-0.251815987,-0.105586536
0.098875674,-0.259016744,-0.069951541,-0.251815987,-0.107278973
0.093403976,-0.2652056,-0.0762433,-0.251815987,-0.10897141
0.092309637,-0.270196614,-0.0762433,-0.251815987,-0.10897141
0.092309637,-0.271993379,-0.0762433,-0.261406753,-0.114048721
0.092309637,-0.276585111,-0.077291926,-0.261406753,-0.117433595
0.090120958,-0.278381876,-0.079389179,-0.261406753,-0.119126032
0.090120958,-0.278781157,-0.080437806,-0.261406753,-0.119126032
0.089026619,-0.280178641,-0.080437806,-0.261406753,-0.122510907
0.089026619,-0.28337289,-0.081486432,-0.270997519,-0.124203344
0.089026619,-0.28716606,-0.082535059,-0.270997519,-0.125895781
0.087932279,-0.290360308,-0.083583685,-0.270997519,-0.127588218
0.08683794,-0.293953838,-0.088826818,-0.270997519,-0.127588218
0.0857436,-0.295151681,-0.089875444,-0.270997519,-0.130973092
0.082460582,-0.296349525,-0.090924071,-0.280588284,-0.132665529
0.082460582,-0.29814629,-0.091972697,-0.280588284,-0.132665529
0.082460582,-0.298545571,-0.091972697,-0.280588284,-0.136050403
0.081366243,-0.299743414,-0.091972697,-0.280588284,-0.139435277
0.081366243,-0.305932271,-0.095118577,-0.280588284,-0.139435277
0.080271903,-0.307329755,-0.097215829,-0.29017905,-0.141127714
0.080271903,-0.307529395,-0.105604841,-0.29017905,-0.141127714
0.076988885,-0.308926879,-0.107702094,-0.29017905,-0.1495899
0.076988885,-0.310324363,-0.107702094,-0.299769816,-0.156359648
0.076988885,-0.311721846,-0.109799347,-0.299769816,-0.163129396
0.075894546,-0.315315376,-0.112945227,-0.299769816,-0.168206708
0.074800206,-0.315515017,-0.11504248,-0.299769816,-0.168206708
0.074800206,-0.321304592,-0.116091106,-0.309360581,-0.169899145
0.074800206,-0.324299201,-0.121334238,-0.309360581,-0.173284019
0.073705867,-0.327094168,-0.123431491,-0.309360581,-0.173284019
0.073705867,-0.329290214,-0.123431491,-0.309360581,-0.173284019
0.072611527,-0.330288417,-0.125528744,-0.309360581,-0.17836133
0.06823417,-0.331885541,-0.126577371,-0.309360581,-0.180053767
0.06823417,-0.336477274,-0.12972325,-0.309360581,-0.180053767
0.066045491,-0.337275836,-0.133917756,-0.318951347,-0.181746204
0.063856812,-0.339871163,-0.140209515,-0.318951347,-0.181746204
0.062762472,-0.342266849,-0.141258141,-0.318951347,-0.183438641
0.062762472,-0.34246649,-0.144404021,-0.318951347,-0.185131078
0.061668133,-0.344662536,-0.146501274,-0.328542113,-0.186823515
0.061668133,-0.34606002,-0.1475499,-0.328542113,-0.188515953
0.058385115,-0.34625966,-0.149647153,-0.338132878,-0.19020839
0.056196436,-0.354245282,-0.149647153,-0.338132878,-0.19020839
0.055102096,-0.354644563,-0.151744406,-0.338132878,-0.198670575
0.055102096,-0.355243484,-0.152793033,-0.338132878,-0.198670575
0.055102096,-0.355443125,-0.153841659,-0.347723644,-0.200363012
0.052913418,-0.356241687,-0.158036165,-0.347723644,-0.202055449
0.052913418,-0.358637374,-0.159084792,-0.347723644,-0.202055449
0.052913418,-0.361232701,-0.163279298,-0.35731441,-0.203747886
0.051819078,-0.361631982,-0.16537655,-0.35731441,-0.203747886
0.050724739,-0.361831622,-0.16537655,-0.35731441,-0.20713276
0.050724739,-0.364027668,-0.166425177,-0.35731441,-0.20713276
0.050724739,-0.367421557,-0.166425177,-0.35731441,-0.20713276
0.050724739,-0.369817244,-0.167473803,-0.35731441,-0.208825197
0.049630399,-0.370815447,-0.16852243,-0.35731441,-0.210517635
0.049630399,-0.371214728,-0.169571056,-0.366905175,-0.212210072
0.04853606,-0.376205741,-0.172716936,-0.366905175,-0.224057131
0.04853606,-0.376605022,-0.175862815,-0.366905175,-0.224057131
0.046347381,-0.376804663,-0.177960068,-0.366905175,-0.225749568
0.046347381,-0.377802866,-0.179008695,-0.366905175,-0.225749568
0.043064363,-0.378601428,-0.181105948,-0.376495941,-0.232519317
0.043064363,-0.379000709,-0.181105948,-0.376495941,-0.234211754
0.041970023,-0.380198552,-0.183203201,-0.376495941,-0.234211754
0.041970023,-0.380797474,-0.18634908,-0.376495941,-0.235904191
0.041970023,-0.382793879,-0.18634908,-0.376495941,-0.237596628
0.041970023,-0.387185971,-0.187397706,-0.376495941,-0.239289065
0.038687005,-0.388982736,-0.190543586,-0.386086707,-0.239289065
0.035403987,-0.391578063,-0.190543586,-0.386086707,-0.246058813
0.035403987,-0.393774109,-0.192640839,-0.386086707,-0.251136124
0.034309647,-0.39417339,-0.195786718,-0.386086707,-0.251136124
0.033215308,-0.394971952,-0.197883971,-0.386086707,-0.252828561
0.02993229,-0.395371233,-0.197883971,-0.386086707,-0.256213436
0.02993229,-0.397567279,-0.201029851,-0.386086707,-0.257905873
0.02993229,-0.401160809,-0.202078477,-0.386086707,-0.257905873
0.02883795,-0.405552901,-0.20417573,-0.386086707,-0.257905873
0.02883795,-0.409346071,-0.211516115,-0.395677472,-0.25959831
0.027743611,-0.409944993,-0.211516115,-0.395677472,-0.25959831
0.026649271,-0.410543914,-0.217807874,-0.405268238,-0.262983184
0.026649271,-0.411741758,-0.220953754,-0.405268238,-0.262983184
0.024460592,-0.411741758,-0.220953754,-0.405268238,-0.264675621
0.024460592,-0.419527739,-0.220953754,-0.405268238,-0.271445369
0.023366253,-0.421124863,-0.220953754,-0.414859004,-0.273137806
0.022271914,-0.424119471,-0.22200238,-0.414859004,-0.273137806
0.022271914,-0.425516955,-0.224099633,-0.414859004,-0.273137806
0.021177574,-0.425916236,-0.226196886,-0.414859004,-0.273137806
0.020083235,-0.426315517,-0.226196886,-0.424449769,-0.27652268
0.017894556,-0.426914439,-0.228294139,-0.424449769,-0.27652268
0.016800216,-0.428910844,-0.228294139,-0.424449769,-0.281599992
0.014611538,-0.432704014,-0.228294139,-0.424449769,-0.284984866
0.011328519,-0.433901858,-0.228294139,-0.424449769,-0.286677303
0.011328519,-0.43490006,-0.230391392,-0.424449769,-0.286677303
0.011328519,-0.435299342,-0.230391392,-0.424449769,-0.290062177
0.01023418,-0.439491793,-0.232488645,-0.424449769,-0.291754614
0.01023418,-0.443085323,-0.233537271,-0.424449769,-0.295139488
0.01023418,-0.44568065,-0.234585898,-0.424449769,-0.295139488
0.01023418,-0.447078133,-0.234585898,-0.434040535,-0.301909237
0.00913984,-0.447078133,-0.235634524,-0.434040535,-0.310371422
0.006951162,-0.448076336,-0.235634524,-0.434040535,-0.313756296
0.005856822,-0.448076336,-0.23982903,-0.434040535,-0.313756296
0.004762483,-0.449074539,-0.241926283,-0.434040535,-0.315448733
0.003668143,-0.450671663,-0.24297491,-0.443631301,-0.315448733
0.003668143,-0.451470225,-0.245072163,-0.443631301,-0.31714117
0.001479464,-0.451669866,-0.251363922,-0.443631301,-0.31714117
0.000385125,-0.451869506,-0.252412548,-0.443631301,-0.318833607
0.000385125,-0.452468428,-0.254509801,-0.443631301,-0.320526044
-0.000709214,-0.45306735,-0.256607054,-0.443631301,-0.327295793
-0.003992233,-0.457259801,-0.256607054,-0.453222066,-0.327295793
-0.005086572,-0.459056566,-0.259752933,-0.453222066,-0.32898823
-0.006180912,-0.459855128,-0.26080156,-0.453222066,-0.332373104
-0.00836959,-0.459855128,-0.261850186,-0.453222066,-0.332373104
-0.00946393,-0.466243625,-0.261850186,-0.453222066,-0.332373104
-0.00946393,-0.467241828,-0.263947439,-0.453222066,-0.337450415
-0.00946393,-0.467641109,-0.263947439,-0.462812832,-0.339142852
-0.010558269,-0.469038593,-0.268141945,-0.462812832,-0.339142852
-0.011652609,-0.470835358,-0.272336451,-0.462812832,-0.340835289
-0.014935627,-0.473231044,-0.273385078,-0.462812832,-0.344220164
-0.016029966,-0.473430685,-0.273385078,-0.462812832,-0.347605038
-0.016029966,-0.474029607,-0.275482331,-0.472403598,-0.349297475
-0.017124306,-0.477223855,-0.276530957,-0.472403598,-0.349297475
-0.019312985,-0.478022417,-0.276530957,-0.472403598,-0.352682349
-0.019312985,-0.479220261,-0.276530957,-0.472403598,-0.354374786
-0.020407324,-0.482015228,-0.277579583,-0.472403598,-0.359452097
-0.021501664,-0.483013431,-0.280725463,-0.481994363,-0.359452097
-0.023690343,-0.483013431,-0.281774089,-0.481994363,-0.359452097
-0.024784682,-0.485209477,-0.281774089,-0.481994363,-0.362836971
-0.024784682,-0.486008039,-0.283871342,-0.481994363,-0.362836971
-0.024784682,-0.488803007,-0.283871342,-0.481994363,-0.366221845
-0.025879021,-0.489002647,-0.287017222,-0.481994363,-0.36960672
-0.025879021,-0.492196896,-0.293308981,-0.481994363,-0.371299157
-0.025879021,-0.495391144,-0.294357607,-0.491585129,-0.372991594
-0.026973361,-0.496389347,-0.295406234,-0.491585129,-0.372991594
-0.0280677,-0.501380361,-0.29645486,-0.491585129,-0.374684031
-0.0280677,-0.501779642,-0.300649366,-0.491585129,-0.374684031
-0.02916204,-0.503576407,-0.301697992,-0.491585129,-0.378068905
-0.031350719,-0.505173531,-0.301697992,-0.491585129,-0.381453779
-0.032445058,-0.50856742,-0.302746619,-0.501175895,-0.38653109
-0.032445058,-0.511961309,-0.304843872,-0.501175895,-0.391608402
-0.033539397,-0.512959512,-0.311135631,-0.501175895,-0.396685713
-0.034633737,-0.514556636,-0.312184257,-0.501175895,-0.401763024
-0.035728076,-0.516752682,-0.312184257,-0.501175895,-0.403455461
-0.037916755,-0.517750885,-0.31742739,-0.501175895,-0.405147898
-0.039011095,-0.518549447,-0.321621895,-0.51076666,-0.405147898
-0.039011095,-0.520745493,-0.321621895,-0.51076666,-0.408532772
-0.039011095,-0.523540461,-0.325816401,-0.51076666,-0.410225209
-0.040105434,-0.526535069,-0.325816401,-0.51076666,-0.413610084
-0.042294113,-0.528731115,-0.326865028,-0.51076666,-0.416994958
-0.042294113,-0.529130396,-0.327913654,-0.51076666,-0.418687395
-0.042294113,-0.531326442,-0.330010907,-0.51076666,-0.418687395
-0.043388452,-0.532524285,-0.330010907,-0.520357426,-0.418687395
-0.044482792,-0.534520691,-0.331059534,-0.520357426,-0.420379832
-0.045577131,-0.53791458,-0.33210816,-0.529948192,-0.420379832
-0.049954489,-0.541108828,-0.333156787,-0.529948192,-0.422072269
-0.051048828,-0.543504515,-0.33525404,-0.529948192,-0.42714958
-0.054331847,-0.545900201,-0.33525404,-0.529948192,-0.428842017
-0.054331847,-0.548495528,-0.336302666,-0.529948192,-0.430534454
-0.054331847,-0.548695169,-0.337351293,-0.529948192,-0.430534454
-0.058709204,-0.550691574,-0.337351293,-0.539538957,-0.432226891
-0.059803544,-0.552488339,-0.338399919,-0.539538957,-0.435611766
-0.060897883,-0.554285104,-0.338399919,-0.539538957,-0.435611766
-0.061992223,-0.558477556,-0.339448546,-0.539538957,-0.442381514
-0.063086562,-0.559475758,-0.341545799,-0.539538957,-0.442381514
-0.063086562,-0.561871445,-0.342594425,-0.539538957,-0.444073951
-0.065275241,-0.562470366,-0.342594425,-0.539538957,-0.444073951
-0.06636958,-0.564267131,-0.342594425,-0.539538957,-0.445766388
-0.068558259,-0.565065693,-0.345740304,-0.539538957,-0.445766388
-0.068558259,-0.565664615,-0.347837557,-0.539538957,-0.447458825
-0.070746938,-0.56766102,-0.34993481,-0.549129723,-0.447458825
-0.071841277,-0.569657426,-0.352032063,-0.549129723,-0.449151262
-0.071841277,-0.570455988,-0.352032063,-0.549129723,-0.450843699
-0.072935617,-0.57125455,-0.35308069,-0.549129723,-0.45592101
-0.074029956,-0.571653831,-0.356226569,-0.558720489,-0.45592101
-0.075124296,-0.572053112,-0.357275196,-0.558720489,-0.460998322
-0.075124296,-0.572851674,-0.358323822,-0.558720489,-0.462690759
-0.076218635,-0.573650237,-0.359372449,-0.558720489,-0.464383196
-0.079501653,-0.574249158,-0.359372449,-0.558720489,-0.472845381
-0.080595993,-0.574249158,-0.361469702,-0.568311254,-0.472845381
-0.084973351,-0.575447002,-0.364615581,-0.568311254,-0.474537818
-0.084973351,-0.576245564,-0.37090734,-0.568311254,-0.474537818
-0.087162029,-0.576644845,-0.37090734,-0.568311254,-0.476230255
-0.088256369,-0.579439812,-0.375101846,-0.57790202,-0.476230255
-0.088256369,-0.581635858,-0.379296352,-0.57790202,-0.477922692
-0.089350708,-0.582035139,-0.379296352,-0.57790202,-0.483000004
-0.089350708,-0.583432623,-0.380344978,-0.57790202,-0.488077315
-0.089350708,-0.584031545,-0.385588111,-0.587492786,-0.491462189
-0.091539387,-0.584430826,-0.387685364,-0.587492786,-0.491462189
-0.092633727,-0.58582831,-0.389782616,-0.587492786,-0.491462189
-0.093728066,-0.587225793,-0.391879869,-0.587492786,-0.493154626
-0.094822405,-0.58962148,-0.392928496,-0.587492786,-0.493154626
-0.094822405,-0.590819323,-0.393977122,-0.587492786,-0.494847063
-0.094822405,-0.591018964,-0.395025749,-0.587492786,-0.4965395
-0.099199763,-0.59700818,-0.400268881,-0.587492786,-0.4965395
-0.099199763,-0.609984815,-0.404463387,-0.597083551,-0.4965395
-0.099199763,-0.609984815,-0.405512014,-0.597083551,-0.503309249
-0.099199763,-0.614975829,-0.408657893,-0.597083551,-0.505001686
-0.100294103,-0.615774391,-0.411803773,-0.597083551,-0.506694123
-0.100294103,-0.616772594,-0.411803773,-0.597083551,-0.511771434
-0.100294103,-0.617171875,-0.412852399,-0.606674317,-0.518541182
-0.101388442,-0.620366123,-0.413901025,-0.606674317,-0.518541182
-0.101388442,-0.621563967,-0.413901025,-0.606674317,-0.520233619
-0.101388442,-0.627353542,-0.414949652,-0.606674317,-0.528695805
-0.102482781,-0.628551386,-0.414949652,-0.606674317,-0.530388242
-0.102482781,-0.629749229,-0.415998278,-0.616265083,-0.530388242
-0.102482781,-0.630747431,-0.418095531,-0.616265083,-0.532080679
-0.103577121,-0.631346353,-0.421241411,-0.616265083,-0.533773116
-0.109048818,-0.633342759,-0.429630423,-0.616265083,-0.535465553
-0.110143157,-0.636736648,-0.430679049,-0.625855848,-0.535465553
-0.112331836,-0.636936288,-0.436970808,-0.625855848,-0.53715799
-0.114520515,-0.637335569,-0.439068061,-0.625855848,-0.538850427
-0.115614855,-0.63753521,-0.439068061,-0.625855848,-0.542235301
-0.116709194,-0.637934491,-0.440116687,-0.625855848,-0.545620176
-0.118897873,-0.638733053,-0.443262567,-0.625855848,-0.557467235
-0.119992212,-0.64132838,-0.443262567,-0.625855848,-0.559159672
-0.121086552,-0.642725864,-0.455846085,-0.625855848,-0.560852109
-0.121086552,-0.643125145,-0.457943337,-0.625855848,-0.562544546
-0.122180891,-0.643324786,-0.457943337,-0.635446614,-0.56592942
-0.12436957,-0.645520832,-0.461089217,-0.635446614,-0.56592942
-0.125463909,-0.647317596,-0.461089217,-0.635446614,-0.567621857
-0.128746928,-0.65250825,-0.461089217,-0.635446614,-0.569314295
-0.132029946,-0.653107172,-0.464235096,-0.64503738,-0.571006732
-0.132029946,-0.653107172,-0.465283723,-0.64503738,-0.572699169
-0.133124285,-0.655303218,-0.466332349,-0.64503738,-0.572699169
-0.134218625,-0.657499264,-0.467380976,-0.64503738,-0.574391606
-0.135312964,-0.658297826,-0.468429602,-0.64503738,-0.576084043
-0.137501643,-0.659096388,-0.473672735,-0.654628145,-0.584546228
-0.137501643,-0.663688121,-0.473672735,-0.654628145,-0.584546228
-0.138595983,-0.663887761,-0.475769988,-0.654628145,-0.584546228
-0.139690322,-0.666283448,-0.475769988,-0.654628145,-0.586238665
-0.140784661,-0.666682729,-0.478915867,-0.654628145,-0.586238665
-0.140784661,-0.669078415,-0.484158999,-0.664218911,-0.591315977
-0.141879001,-0.669278056,-0.484158999,-0.664218911,-0.591315977
-0.141879001,-0.669876978,-0.485207626,-0.664218911,-0.601470599
-0.14297334,-0.669876978,-0.486256252,-0.664218911,-0.601470599
-0.14297334,-0.676265475,-0.486256252,-0.664218911,-0.603163036
-0.14297334,-0.676465115,-0.488353505,-0.673809677,-0.608240347
-0.145162019,-0.677263678,-0.488353505,-0.673809677,-0.609932784
-0.146256359,-0.679459724,-0.490450758,-0.673809677,-0.611625221
-0.147350698,-0.679659364,-0.491499385,-0.673809677,-0.615010096
-0.148445037,-0.682454332,-0.494645264,-0.673809677,-0.615010096
-0.149539377,-0.68564858,-0.500937023,-0.683400442,-0.61839497
-0.150633716,-0.687844626,-0.503034276,-0.683400442,-0.620087407
-0.152822395,-0.688044267,-0.504082902,-0.683400442,-0.625164718
-0.153916735,-0.688643188,-0.504082902,-0.683400442,-0.631934466
-0.156105414,-0.689441751,-0.508277408,-0.692991208,-0.633626903
-0.157199753,-0.690839234,-0.512471914,-0.692991208,-0.633626903
-0.161577111,-0.691837437,-0.515617794,-0.692991208,-0.635319341
-0.16267145,-0.693434561,-0.521909553,-0.692991208,-0.635319341
-0.16267145,-0.693833843,-0.521909553,-0.702581974,-0.637011778
-0.16376579,-0.705213353,-0.525055432,-0.702581974,-0.638704215
-0.165954468,-0.708008321,-0.530298564,-0.702581974,-0.640396652
-0.165954468,-0.709605445,-0.53449307,-0.702581974,-0.643781526
-0.167048808,-0.71120257,-0.53449307,-0.702581974,-0.643781526
-0.168143147,-0.713398616,-0.540784829,-0.702581974,-0.645473963
